id,title,author,summary,last,thumbnail,serialize,genre
697626,사냥꾼과 최형사,kill****,현대판 현상금사냥꾼과 엘리트 형사의 대결 <매주 수요일 연재입니다>,/bestChallenge/detail?titleId=697626&no=19,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2017/06/06/235970/thumbnail_title_killminju_223733_.jpg,False,스토리
697627,캔버스,sy****,"시선의 시작과 끝 (5일,15일,25일)",/bestChallenge/detail?titleId=697627&no=20,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2019/05/16/310799/thumbnail_98x79a8208519_9227_4675_9138_da63c7fc172c_00000152.JPEG,False,스토리
566557,바이스,song****,"별명이 좀비인 소년 심래영...그는 감정이 없어서 살아있는 시체라고 불리고 있었다
그런 래영앞에 2인조가 나타나는데...",/bestChallenge/detail?titleId=566557&no=20,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2013/06/18/155777/thumbnail_title_songokou1023_193415_98x79.jpg,False,스토리
148768,출동!인간퇴치 사무소,dnzl****,인간독재시대에 반격하는 귀신들 이야기,/bestChallenge/detail?titleId=148768&no=15,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2010/05/09/145724/thumbnail_title_dnzldhkdwk_143009_98x79.jpg,False,스토리
664865,송사리 레볼루션!,alee****,쌍둥이와 친구들이 동아리 <혁명>에서 뻘짓하는 일상 4컷 만화,/bestChallenge/detail?titleId=664865&no=16,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2015/10/08/278271/thumbnail_title_alee_ro_210132_.jpg,False,에피소드
697641,나의 수상한 행성,salg****,"소녀는 잠에서 깨어나지 않은 채로 눈을떴다. 
그곳은 수상한 행성.",/bestChallenge/detail?titleId=697641&no=52,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2022/03/16/310807/thumbnail_98x79216c53dc_1752_45da_967a_0e1c3b28dfbd_00001489.JPEG,False,스토리
615722,새벽소리가 들린다,pure****,꿈을 잃은 사람들이 잊어버린 요정나라의 따스한 이야기,/bestChallenge/detail?titleId=615722&no=27,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2014/10/31/256394/thumbnail_title_pureart08_022202_.jpg,False,스토리
722221,빅건맨,phan****,오직 능력자들만 노리는 샷건 살인마의 이야기.,/bestChallenge/detail?titleId=722221&no=26,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2022/05/02/322646/thumbnail_98x79eee4b412_7237_42e0_bf88_260da15b418c_00000967.JPEG,False,스토리
771384,사예의 식이장애 일지,saye****,"다이어트부터 시작했던 식이장애, 거식증과 폭식증을 겪고 이를 극복해나가는 이야기입니다.",/bestChallenge/detail?titleId=771384&no=60,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2021/04/20/345497/thumbnail_98x7958edfd91_75b1_4862_a76f_a25ae42f8b0f_00000309.JPEG,False,에피소드
714040,성장통 소나타,o****,작곡 천재 소녀와 소심한 그림쟁이 소년이 서로 상처를 치유하며 만들어가는 이야기. BGM이 자주 블로그에 올라갑니다. 매주 토요일 연재(였던 것),/bestChallenge/detail?titleId=714040&no=39,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2020/09/29/312234/thumbnail_98x79874f6ec9_ca81_48a8_a508_c6ef23653f20_00000177.JPEG,False,스토리
623932,남동생과 누나,blue****,"여러 형제들의 일상 이야기. 4컷 만화 (월, 수 연재)",/bestChallenge/detail?titleId=623932&no=151,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2018/05/06/274975/thumbnail_98x79b7c9b5e0_6aeb_4cb5_a0f3_cd41b3b42b7a_00003648.JPEG,False,에피소드
738621,누루쿠타 소녀,baby****,"새로 이사 온 어떤 작가 지망생이 이웃집 꼬마의 과외를 해주면서 일어나는 미스터리한 이야기
(10일에 한번씩 연재됩니다)",/bestChallenge/detail?titleId=738621&no=10,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2021/02/06/271636/thumbnail_98x792b7904b4_a1a1_46f7_86c7_56668d9b3cae_00000946.JPEG,False,스토리
623934,제가 그냥 보라색을 좋아하는데요  (제.그.보.),sant****,"욕망을 모아야만 하는 천사/악마 지망생의 기구한 인간세계 적응기.
그들은 과연 목적을 이루고 돌아갈 수 있을까...",/bestChallenge/detail?titleId=623934&no=29,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2014/05/18/275364/thumbnail_title_santa4ce_234531_.jpg,False,옴니버스
460093,악마소녀,khkh****,유치원생이 된 마왕,/bestChallenge/detail?titleId=460093&no=33,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2019/06/18/202183/thumbnail_98x79952b5620_206a_4af0_924e_8e2ac56139c2_00000954.JPEG,False,스토리
99650,스물둘*,yuny****,어른도 아이도 아닌 스물두살 먹은 아가씨 이야기,/bestChallenge/detail?titleId=99650&no=25,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2010/06/27/142984/thumbnail_title_yuny0714_020153_.jpg,False,스토리
509251,콜링 (The Calling),ja****,"티스토어 (T store)에서 금요웹툰으로
정식연재중입니다!!!

공지를 확인해주세요~^^",/bestChallenge/detail?titleId=509251&no=23,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2013/01/18/115345/thumbnail_title_jay2u_060410_.jpg,False,스토리
509253,오늘은 좀 더 낫겠지,toda****,어제보다 나은 오늘을 꿈꾸는 그녀의 시시콜콜한 이야기(수요일 연재),/bestChallenge/detail?titleId=509253&no=62,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2012/10/05/240048/thumbnail_title_todayuu_080748_.jpg,False,에피소드
746823,끄트머리 도회,nohe****,황폐한 세상에 등장한 기생꽃은 유전자 결합으로  돌연변이를 만들었고 살아남은 사람들은 지하도회로 숨지만 수색꾼 “가람”은 형을 찾던 도중 세상이 변한 근원을 파헤치게 된다.,/bestChallenge/detail?titleId=746823&no=7,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2022/05/28/333881/thumbnail_98x79f6f4c554_3f1e_49cd_9b21_f2afc19a7997_00000738.JPEG,False,스토리
632138,은퇴한 히어로,mush****,"적들과의 싸움에서 큰 상처를 입어, 가지고 있던 능력도 잃고 거의 불구가 되어버린 영웅 알렉산더. 어쩔수없이 조기 은퇴를 하게되는데... 히어로에서 백수로! ※BL/15금 주의",/bestChallenge/detail?titleId=632138&no=24,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2014/08/02/279038/thumbnail_title_mushroom0077_190626_.jpg,False,에피소드
656714,헬58,jjun****,"힘있는 자들의 쓰레기통 58아일랜드, 그곳에서 누명을 쓴 주인공이 버려진다.
약육강식의 섬 헬58에서 벌어지는 권력다툼과 암투, 배신...그곳에서 살아남기 위해 고군분투하는 주인공...  주인공은 이 지옥같은 섬에서 과연 친구를 만들고  희망을 찾을 수 있을까?
그리고 그들은 과연  헬58을 탈출할 수 있을까?!",/bestChallenge/detail?titleId=656714&no=65,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2018/01/20/285517/title_thumbnail_074621_98x79.jpg,True,스토리
238929,김강우이야기,yang****,"전학 온 첫 날 신고식으로 아이들 앞에서 춤을 추게된 강우는 학교내 최고의 문제아들과
리세 뮤직스타에 나가게 되는데.......",/bestChallenge/detail?titleId=238929&no=41,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2011/07/23/147671/thumbnail_title_yangnam61_082525_98x79.jpg,False,스토리
771412,새벽녘 그늘에 피어난,dawn****,너무나도 다른 '단우'에게 거부감을 느끼지만 어째서인지 자꾸 가까워지는 일만 있는 것 같은데..,/bestChallenge/detail?titleId=771412&no=18,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2021/04/21/345510/thumbnail_98x79fb35e479_008a_49ed_9f0c_5df9b8211453_00000424.JPEG,False,스토리
722273,술타는청춘,pars****,언제나 청춘이고 싶은 그들의 일상 이야기,/bestChallenge/detail?titleId=722273&no=24,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2019/04/26/322665/thumbnail_98x791ff5fc2d_3a96_49fd_a631_46bd6ea5f6c3_00000473.JPEG,False,에피소드
714086,설레이는 나날,1994****,샴고양이 설이와 집사 태이의 본격 설레는 반려일상!,/bestChallenge/detail?titleId=714086&no=55,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2018/10/01/315118/thumbnail_98x79374eba5a_9fb7_4dc4_a319_36d20b31cf3e_00003636.JPEG,False,옴니버스
705895,공룡 러버즈,baby****,공룡의 이름을 가진 자들의 장거리 국제 연애 이야기 (주 9일 연재),/bestChallenge/detail?titleId=705895&no=26,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2018/01/26/271636/article_thumbnail_98x79_227ed45e_fac5_481e_b83b_1346da3d967e_00001122.JPEG,False,스토리
50536,신부의 조각,toma****,"꿈, 만남, 그리고 앞으로 펼쳐갈 이야기들...",/bestChallenge/detail?titleId=50536&no=13,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2010/02/06/137127/thumbnail_title_tomatopoza_150439_98x79.jpg,False,스토리
681323,더 리턴,tnvl****,"*이 만화는 만화 속 시대에서 일어나는 픽션일 뿐, 현재 일들과는 무관함을 알려드립니다.*
*이 만화는 특별한 시대적 배경이 없는 작가가 만들어 낸 시간과 공간에서 벌어지는 스토리입니다.*
(옷이나 배경, 직위 등이 비교적 자유로울 수 있으니 참고하여 감상해주시길 바랍니다.)",/bestChallenge/detail?titleId=681323&no=137,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2021/10/16/295211/thumbnail_98x7926da0da0_e0e0_482b_86d6_82313e8c6793_00001830.JPEG,False,스토리
689516,충충의 하루,choo****,하루하루 비슷하게 흘러가는 일상 속에서 지나치기 쉬운 의미와 재미를 되돌아 본다.,/bestChallenge/detail?titleId=689516&no=73,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2019/06/16/306591/thumbnail_98x79eb6f6372_dc00_4554_9ceb_50834671fe26_00000964.JPEG,False,옴니버스
796012,종말의 아신,sana****,"<역병의 아신>이 몰고 온 첫 번째 종말, 그 이후 10년. 
세계 곳곳의 초자연적인 존재, 아신에 대항하는 이들의 처절한 이야기.",/bestChallenge/detail?titleId=796012&no=10,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2022/09/27/356266/thumbnail_98x790bb7b7a0_ab04_410e_967c_018082bcef63_00008391.JPEG,False,스토리
263535,러보얌♥,deng****,"4차원 부부가 벌이는 에피소드  ""러보얌"" + 행복한 고양이 크리미 이야기""
사랑스럽고 착한 캐릭터로 웃음을 자아냅니다""",/bestChallenge/detail?titleId=263535&no=136,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2018/11/04/103674/thumbnail_98x79042f7489_b9cc_4007_9d80_ea887f2640f9_00001026.JPEG,False,에피소드
779637,예수쟁이 다이어리,ahnc****,"기독교가 세상에서 제일 싫었던 사람, 어느날 예수쟁이가 되다!
안티 크리스천에서 예수쟁이가 되기까지, 평범하지만 특별한 일상 이야기. 매주 토요일 업데이트 됩니다:)",/bestChallenge/detail?titleId=779637&no=70,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2021/10/26/312777/thumbnail_98x793c94f664_a84e_4346_8652_020e9786f739_00001440.JPEG,False,에피소드
558454,원 뿔러스 원,elis****,같은 장애를 가진 두 소년과 특정 장애인만을 노리는 범죄자.,/bestChallenge/detail?titleId=558454&no=23,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2013/07/22/253780/thumbnail_title_elisaheh_094732_98x79.jpg,True,스토리
705911,마법소년 근무일지,hu****,"갑자기 지구에 나타난 적, 미지의 괴물들을 물리치기 위해 변신하는 마법소년들의 이야기",/bestChallenge/detail?titleId=705911&no=52,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2018/01/21/114066/article_thumbnail_98x79_89355dbf_a358_4473_98cd_1a7d55e16004_00000510.JPEG,False,스토리
697726,마음의 온도,polo****,남친과 헤어진 리하 앞에 전남친과 외모는 물론 목소리까지 닮은 남자가 나타난다.,/bestChallenge/detail?titleId=697726&no=67,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2017/06/27/126053/thumbnail_title_polove33_174007_98x79.jpg,False,스토리
615808,죽은자를 상대하는 방법,tige****,좀비로 가득찬 세상 한 청년의 고분분투 생존기,/bestChallenge/detail?titleId=615808&no=29,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2014/02/24/135434/thumbnail_title_tiger1717_202731_.jpg,False,스토리
697731,종말의 왕국,yunm****,"종말을 향해 걷는 세상,
뜨거운 복수심과 차가운 혐오로 불타오르는 제임스는
여정 중에 한 소년을 만나게 되는데..",/bestChallenge/detail?titleId=697731&no=23,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2017/06/09/310850/thumbnail_title_yunmin0401_152905_.jpg,False,스토리
738692,뷰티풀 선샤인,hiba****,추억속 시골의 어느마을속에 담겨진 순수한 사람들의 정감넘치는 이야기,/bestChallenge/detail?titleId=738692&no=20,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2020/03/28/275151/title_thumbnail_205834_98x79.jpg,False,에피소드
624005,피그말리온,xgus****,사람은 하나지만 시끌벅적 합니다. (자유연재),/bestChallenge/detail?titleId=624005&no=12,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2014/05/13/184065/thumbnail_title_xgustndkx_002511_.jpg,False,옴니버스
615813,4층복도끝천국,hyoz****,"따듯한 저녁바람이 교실을 감싸고 
주황빛 저녁노을이 너와나를 물들일때 비로소 여긴 천국",/bestChallenge/detail?titleId=615813&no=39,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2014/02/24/271959/thumbnail_title_hyozeomi_204436_.jpg,False,스토리
705929,허니버니,salt****,"보름달이 뜬 어느 날 소리 앞에 나타난 동이,
소리와 동이의 달콤한 이야기.",/bestChallenge/detail?titleId=705929&no=18,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2018/04/20/314940/thumbnail_98x7936e99d28_67d7_4353_9f47_b7a20727ee80_00000342.JPEG,True,스토리
771467,"나는 오늘, 퇴사를 하였다.",meeh****,40대 평범한 직장인의 갑작스러운 퇴직후 살아가는 실제 이야기.,/bestChallenge/detail?titleId=771467&no=55,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2021/04/22/345534/thumbnail_98x799d475e7b_5ebd_4049_bc92_bf5f5de1eb5c_00000729.JPEG,False,스토리
591248,리바이벌(Revival),gjrl****,판타지로맨스,/bestChallenge/detail?titleId=591248&no=69,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2014/09/05/202387/thumbnail_title_gjrlarla_234837_.jpg,False,스토리
591250,미모(美母)를 찾아서,kkam****,어린나이에 엄마가 된 미혼모의 성장 이야기,/bestChallenge/detail?titleId=591250&no=20,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2013/10/01/263297/thumbnail_title_kkamak2013_000919_.jpg,False,스토리
746900,슈체나리움 (Szenarium),weal****,원작 : FALCOM사 오리지널 스토리 기획 [3월 7일 공지 참고]!,/bestChallenge/detail?titleId=746900&no=29,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2022/03/07/325389/thumbnail_98x79e6854178_ee2b_4f6a_9afb_94cc1ce99869_00003435.JPEG,False,스토리
632213,연애의 정석,cclz****,"글 그림 : 붕싸
/ 페이지 - https://www.facebook.com/cclzzi90 
/ 이메일 - cclzzi90@naver.com",/bestChallenge/detail?titleId=632213&no=73,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2014/08/08/279076/thumbnail_title_cclzzi90_202853_.jpg,False,에피소드
738712,시바하루 (시바견의 하루),taeh****,"여기는 oo기숙제 재수학원 여기는 자신의 미래를 위해 소년소녀들이 모여 열공을 하는 장소이다,
하지만, 남녀공학이라고 해도 서로 말도 걸지 못하는 매우 엄격한 학원 이였다
아무래도 같은 성별끼리 모아두면 어쩔 수 없나 싶지만, 가끔은 상상을 초월하는 더러움을 보여준다.
이 이야기는 용주의 100퍼센트 과장이 1도 섞이지 않은 실제 이야기이다.",/bestChallenge/detail?titleId=738712&no=37,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2019/12/23/321598/thumbnail_98x799c4f004d_577d_44e0_8a11_9eac58ae6144_00001186.JPEG,False,에피소드
681368,오늘도 랄라,fkck****,1남 2녀 중 차녀 그림쟁이 랄라. 그리고 나를 둘러싼 범상치 않은 우리 가족들의 좌충우돌 에피소드,/bestChallenge/detail?titleId=681368&no=145,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2018/01/28/294934/article_thumbnail_98x79_8ac0b497_2fec_4e7c_bfb1_7a5bc939d908_00001614.JPEG,False,에피소드
525722,용사·마왕·우주인,rain****,"영웅이 되고 싶은 용사, 용사가 되고 싶은 마왕, 별에서 왔다는 우주인이 만났다. [월 1회 이상 연재]",/bestChallenge/detail?titleId=525722&no=156,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2016/07/02/244972/thumbnail_title_rain7time_160601_.jpg,False,에피소드
689561,망상되감기,rlag****,성장/루프/초능력자. 망상을 현실로 만들 수 있는 소년. 그를 감시하는 비밀조직의 아이들과 성장. 매주 목요일 이상과 현실이 격돌한다!,/bestChallenge/detail?titleId=689561&no=33,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2017/08/11/306610/thumbnail_title_rlaguswjd510_153140_.jpg,False,스토리
591260,버드(BUD),rnjs****,"조금은 특별한 존재인 환생자. 그들은 주어진 운명을 바꾸기 위해, 혹은 지키기 위해서 
환생계에 태어났다.",/bestChallenge/detail?titleId=591260&no=28,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2015/01/02/255728/thumbnail_title_rnjs1129_010626_.jpg,False,스토리
796063,언베일,tbh0****,언뜻 평화롭고 안락해 보이는 세상에도 사실은 드러나지 않은 어두운 부분들이 있다. 에드나는 진실을 마주하기 위한 계단을 밟는다.,/bestChallenge/detail?titleId=796063&no=9,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2022/06/10/356293/thumbnail_98x79bb522efa_7ec0_456f_883f_33a2f0b4266d_00002859.JPEG,False,스토리
99746,사랑사랑사랑,jane****,"사랑에 대한 마음과 방식이 각기 다른 그들이 만난다. 
지금 그들의 사랑은 어디로 향하고 있을까..?",/bestChallenge/detail?titleId=99746&no=52,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2012/01/06/115258/thumbnail_title_janedays_032403_.jpg,False,스토리
779683,데드리프트,spid****,"최강 그룹에서 주최하는 ""리프팅 클래식 시리즈""
역도부터 맨몸운동, 파워리프팅에 이르기까지 최정상의 선수들이
""리프트 클래식""의 우승을 향해 달리는 스포츠 배틀물!!
""한국의 에이스 여주희""와 ""전 엘리트 역도선수 강대철""까지
최전성기의 기량을 가진 선수들의 한판승부!!!",/bestChallenge/detail?titleId=779683&no=18,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2021/08/24/349381/thumbnail_98x7993c1204a_28b6_4e13_a2a7_223720b45c8c_00001339.JPEG,False,스토리
697770,채똘일기,cm****,채똘의 흔한 그림일기,/bestChallenge/detail?titleId=697770&no=133,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2019/06/12/310872/thumbnail_98x796f51c107_9f10_44e3_b7e8_8a5dc380426c_00001675.JPEG,False,에피소드
67004,인삼류,in****,in3u,/bestChallenge/detail?titleId=67004&no=279,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2012/10/31/114741/thumbnail_title_in3u_184030_98x79.jpg,False,에피소드
730556,사랑하는 계절,shin****,당신이 사랑했던 계절은 언제인가요? 세 쌍의 이별 커플들의 연애 과정을 시청하는 이야기.,/bestChallenge/detail?titleId=730556&no=21,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2019/06/29/289800/thumbnail_98x79a04136cc_4896_4380_a7ee_5af85c5e1bdc_00000254.JPEG,False,스토리
705981,신선비,mi****,한 뱀신랑의 이야기,/bestChallenge/detail?titleId=705981&no=34,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2018/05/05/255210/thumbnail_98x791da20b62_73d4_4402_8cd0_8749e4983936_00003629.JPEG,False,스토리
337347,메리와 도날드,funt****,사랑을 쫓는여자와 특종을 쫓는남자의 배꼽잡는 로맨스,/bestChallenge/detail?titleId=337347&no=16,https://shared-comic.pstatic.net/thumb/user_contents_data/challenge_comic/2013/06/10/109554/thumbnail_title_funtoon84_112039_.jpg,False,스토리
